Sacramento,2000,22
airport,2000,0
Sacramento,2000,0
airport,2000,-22
Sacramento,2000,11
airport,2000,0
Sacramento,2000,33
airport,2000,28
Sacramento,2000,17
airport,2000,33
Sacramento,2000,0
airport,2000,-33
Sacramento,2000,17
airport,2000,0
Sacramento,2000,22
airport,2000,6
Sacramento,2000,22
airport,2000,-6
Sacramento,2000,78
airport,2000,50
Sacramento,2000,89
airport,2000,78
Sacramento,2000,61
airport,2000,33
Sacramento,2000,50
airport,2000,33
Sacramento,2000,61
airport,2000,56
Sacramento,2000,100
airport,2000,94
Sacramento,2000,67
airport,2000,56
Sacramento,2000,67
airport,2000,50
Sacramento,2000,89
airport,2000,83
Sacramento,2000,100
airport,2000,106
Sacramento,2000,72
airport,2000,67
Sacramento,2000,61
airport,2000,50
Sacramento,2000,56
airport,2000,44
Sacramento,2000,100
airport,2000,89
Sacramento,2000,100
airport,2000,100
Sacramento,2000,94
airport,2000,83
Sacramento,2000,78
airport,2000,72
Sacramento,2000,61
airport,2000,44
Sacramento,2000,33
airport,2000,6
Sacramento,2000,44
airport,2000,28
Sacramento,2000,89
airport,2000,78
Sacramento,2000,44
airport,2000,78
Sacramento,2000,83
airport,2000,83
Sacramento,2000,61
airport,2000,44
Sacramento,2000,78
airport,2000,50
Sacramento,2000,78
airport,2000,61
Sacramento,2000,83
airport,2000,67
Sacramento,2000,72
airport,2000,50
Sacramento,2000,61
airport,2000,39
Sacramento,2000,83
airport,2000,61
Sacramento,2000,100
airport,2000,94
Sacramento,2000,78
airport,2000,83
Sacramento,2000,72
airport,2000,72
Sacramento,2000,78
airport,2000,78
Sacramento,2000,106
airport,2000,100
Sacramento,2000,100
airport,2000,94
Sacramento,2000,61
airport,2000,56
Sacramento,2000,89
airport,2000,78
Sacramento,2000,61
airport,2000,61
Sacramento,2000,39
airport,2000,39
Sacramento,2000,50
airport,2000,50
Sacramento,2000,100
airport,2000,100
Sacramento,2000,83
airport,2000,56
Sacramento,2000,89
airport,2000,89
Sacramento,2000,61
airport,2000,44
Sacramento,2000,33
airport,2000,22
Sacramento,2000,61
airport,2000,61
Sacramento,2000,111
airport,2000,106
Sacramento,2000,83
airport,2000,67
Sacramento,2000,67
Sacramento,2000,67
airport,2000,56
airport,2000,61
Sacramento,2000,39
airport,2000,39
Sacramento,2000,78
airport,2000,67
Sacramento,2000,44
airport,2000,22
Sacramento,2000,72
airport,2000,56
Sacramento,2000,89
airport,2000,83
Sacramento,2000,72
airport,2000,67
Sacramento,2000,78
airport,2000,78
Sacramento,2000,61
airport,2000,50
Sacramento,2000,78
airport,2000,67
Sacramento,2000,50
airport,2000,28
Sacramento,2000,100
airport,2000,94
Sacramento,2000,67
airport,2000,56
Sacramento,2000,78
airport,2000,56
Sacramento,2000,89
airport,2000,78
Sacramento,2000,72
airport,2000,67
Sacramento,2000,111
airport,2000,94
Sacramento,2000,72
airport,2000,72
Sacramento,2000,78
airport,2000,61
Sacramento,2000,111
airport,2000,106
Sacramento,2000,89
airport,2000,83
Sacramento,2000,100
airport,2000,89
Sacramento,2000,89
airport,2000,61
Sacramento,2000,94
airport,2000,78
Sacramento,2000,72
airport,2000,33
Sacramento,2000,72
airport,2000,67
Sacramento,2000,72
airport,2000,39
Sacramento,2000,89
airport,2000,89
Sacramento,2000,72
airport,2000,61
Sacramento,2000,67
airport,2000,94
Sacramento,2000,78
airport,2000,61
Sacramento,2000,111
airport,2000,89
Sacramento,2000,111
airport,2000,89
Sacramento,2000,128
airport,2000,100
Sacramento,2000,133
airport,2000,94
Sacramento,2000,111
airport,2000,100
Sacramento,2000,89
airport,2000,50
Sacramento,2000,94
airport,2000,83
Sacramento,2000,78
airport,2000,50
Sacramento,2000,89
airport,2000,83
Sacramento,2000,83
airport,2000,67
Sacramento,2000,83
airport,2000,50
Sacramento,2000,111
airport,2000,106
Sacramento,2000,139
airport,2000,128
Sacramento,2000,122
airport,2000,106
Sacramento,2000,111
airport,2000,106
Sacramento,2000,111
airport,2000,106
Sacramento,2000,117
airport,2000,111
Sacramento,2000,89
airport,2000,72
Sacramento,2000,72
airport,2000,50
Sacramento,2000,78
airport,2000,72
Sacramento,2000,100
airport,2000,94
Sacramento,2000,100
airport,2000,78
Sacramento,2000,100
airport,2000,83
Sacramento,2000,72
airport,2000,39
Sacramento,2000,78
airport,2000,61
Sacramento,2000,106
airport,2000,83
Sacramento,2000,111
airport,2000,83
Sacramento,2000,117
airport,2000,100
Sacramento,2000,72
airport,2000,28
Sacramento,2000,83
airport,2000,78
Sacramento,2000,100
airport,2000,67
Sacramento,2000,111
airport,2000,83
Sacramento,2000,122
airport,2000,89
Sacramento,2000,111
airport,2000,106
Sacramento,2000,128
airport,2000,128
Sacramento,2000,111
airport,2000,106
Sacramento,2000,94
airport,2000,94
Sacramento,2000,100
airport,2000,100
Sacramento,2000,122
airport,2000,117
Sacramento,2000,117
airport,2000,100
Sacramento,2000,78
airport,2000,78
Sacramento,2000,50
airport,2000,39
Sacramento,2000,67
airport,2000,50
Sacramento,2000,122
airport,2000,100
Sacramento,2000,94
airport,2000,89
Sacramento,2000,117
airport,2000,111
Sacramento,2000,111
airport,2000,100
Sacramento,2000,111
airport,2000,106
Sacramento,2000,117
airport,2000,106
Sacramento,2000,150
airport,2000,122
Sacramento,2000,150
airport,2000,139
Sacramento,2000,172
airport,2000,150
Sacramento,2000,189
airport,2000,183
Sacramento,2000,211
airport,2000,194
Sacramento,2000,178
airport,2000,172
Sacramento,2000,150
airport,2000,144
Sacramento,2000,150
airport,2000,144
Sacramento,2000,139
airport,2000,139
Sacramento,2000,161
airport,2000,150
Sacramento,2000,122
airport,2000,122
Sacramento,2000,128
airport,2000,122
Sacramento,2000,133
airport,2000,144
Sacramento,2000,128
airport,2000,94
Sacramento,2000,139
airport,2000,133
Sacramento,2000,111
airport,2000,106
Sacramento,2000,128
airport,2000,117
Sacramento,2000,117
airport,2000,106
Sacramento,2000,133
airport,2000,122
Sacramento,2000,133
airport,2000,128
Sacramento,2000,139
airport,2000,128
Sacramento,2000,117
airport,2000,111
Sacramento,2000,122
airport,2000,117
Sacramento,2000,122
airport,2000,100
Sacramento,2000,161
airport,2000,161
Sacramento,2000,200
airport,2000,211
Sacramento,2000,200
airport,2000,211
Sacramento,2000,206
airport,2000,206
Sacramento,2000,200
airport,2000,200
Sacramento,2000,161
airport,2000,150
Sacramento,2000,150
airport,2000,144
Sacramento,2000,139
airport,2000,122
Sacramento,2000,172
airport,2000,150
Sacramento,2000,183
airport,2000,172
Sacramento,2000,150
airport,2000,144
Sacramento,2000,133
airport,2000,122
Sacramento,2000,144
airport,2000,139
Sacramento,2000,156
airport,2000,150
Sacramento,2000,161
airport,2000,150
Sacramento,2000,189
airport,2000,178
Sacramento,2000,189
airport,2000,172
Sacramento,2000,150
airport,2000,150
Sacramento,2000,139
airport,2000,128
Sacramento,2000,133
airport,2000,128
Sacramento,2000,128
airport,2000,128
Sacramento,2000,128
airport,2000,122
Sacramento,2000,128
airport,2000,117
Sacramento,2000,139
airport,2000,128
Sacramento,2000,128
airport,2000,122
Sacramento,2000,128
airport,2000,122
Sacramento,2000,128
airport,2000,128
Sacramento,2000,139
airport,2000,128
Sacramento,2000,150
airport,2000,144
Sacramento,2000,144
airport,2000,139
Sacramento,2000,144
airport,2000,139
Sacramento,2000,150
airport,2000,144
Sacramento,2000,139
airport,2000,139
Sacramento,2000,156
airport,2000,139
Sacramento,2000,139
airport,2000,139
Sacramento,2000,139
airport,2000,133
Sacramento,2000,128
airport,2000,100
Sacramento,2000,150
airport,2000,139
Sacramento,2000,144
airport,2000,139
Sacramento,2000,139
airport,2000,133
Sacramento,2000,150
airport,2000,139
Sacramento,2000,150
airport,2000,122
Sacramento,2000,156
airport,2000,128
Sacramento,2000,161
airport,2000,156
Sacramento,2000,161
airport,2000,156
Sacramento,2000,139
airport,2000,122
Sacramento,2000,161
airport,2000,128
Sacramento,2000,161
airport,2000,139
Sacramento,2000,200
airport,2000,161
Sacramento,2000,194
airport,2000,172
Sacramento,2000,222
airport,2000,200
Sacramento,2000,228
airport,2000,194
Sacramento,2000,200
airport,2000,194
Sacramento,2000,167
airport,2000,167
Sacramento,2000,172
airport,2000,161
Sacramento,2000,167
airport,2000,156
Sacramento,2000,144
airport,2000,139
Sacramento,2000,139
airport,2000,128
Sacramento,2000,144
airport,2000,139
Sacramento,2000,144
airport,2000,133
Sacramento,2000,133
airport,2000,117
Sacramento,2000,161
airport,2000,144
Sacramento,2000,167
airport,2000,144
Sacramento,2000,161
airport,2000,139
Sacramento,2000,167
