USW00093225,20000103,PRCP,0,,,W,
USW00023271,20000103,PRCP,0,,,0,2400
USW00093225,20000104,PRCP,5,,,W,
USW00023271,20000104,PRCP,4,,,0,2400
USW00093225,20000105,PRCP,3,,,W,
USW00023271,20000105,PRCP,0,,,0,2400
